Region,Store,Category,Product,Month,Units Sold,Unit Price,Unit Cost,Revenue,Cost,Profit
Southeast,Miami,Beauty & Personal Care,Hair Dryer,2025-10-01,27,39.99,16.56,1079.73,447.12,632.61
Southeast,Miami,Beauty & Personal Care,Moisturizer,2025-10-01,12,18.99,7.51,227.88,90.12,137.76
Southeast,Miami,Beauty & Personal Care,Perfume Set,2025-10-01,21,42.99,15.77,902.79,331.17,571.62
Southeast,Miami,Electronics,Bluetooth Speaker,2025-10-01,17,44.99,27.78,764.83,472.26,292.57
Southeast,Miami,Electronics,Portable Charger,2025-10-01,16,34.99,22.06,559.84,352.96,206.88
Southeast,Miami,Electronics,Smartwatch,2025-10-01,12,119.99,81.96,1439.88,983.52,456.36
Southeast,Miami,Electronics,Tablet Stand,2025-10-01,15,24.99,15.28,374.85,229.2,145.65
Southeast,Miami,Electronics,Wireless Earbuds,2025-10-01,16,59.99,39.16,959.84,626.56,333.28
Southeast,Miami,Home & Kitchen,Coffee Maker,2025-10-01,27,49.99,36.16,1349.73,976.32,373.41
Southeast,Miami,Home & Kitchen,LED Desk Lamp,2025-10-01,19,27.99,20.03,531.81,380.57,151.24
Southeast,Miami,Home & Kitchen,Non-Stick Pan Set,2025-10-01,17,64.99,45.92,1104.83,780.64,324.19
Southeast,Miami,Home & Kitchen,Storage Bins (Set of 3),2025-10-01,21,22.99,16.72,482.79,351.12,131.67
Southeast,Miami,Home & Kitchen,Throw Blanket,2025-10-01,27,29.99,20.19,809.73,545.13,264.6
Southeast,Miami,Sports & Outdoors,Camping Tent,2025-10-01,12,129.99,76.05,1559.88,912.6,647.28
Southeast,Miami,Sports & Outdoors,Hiking Backpack,2025-10-01,25,74.99,41.6,1874.75,1040.0,834.75
Southeast,Miami,Sports & Outdoors,Resistance Bands,2025-10-01,13,19.99,9.78,259.87,127.14,132.73
Southeast,Miami,Sports & Outdoors,Water Bottle,2025-10-01,25,16.99,8.65,424.75,216.25,208.5
Southeast,Miami,Sports & Outdoors,Yoga Mat,2025-10-01,16,24.99,13.02,399.84,208.32,191.52
Southwest,Dallas,Apparel,Denim Jacket,2025-10-01,19,69.99,33.15,1329.81,629.85,699.96
Southwest,Dallas,Apparel,Men's T-Shirt,2025-10-01,7,19.99,9.11,139.93,63.77,76.16
Southwest,Dallas,Apparel,Running Shoes,2025-10-01,12,79.99,38.98,959.88,467.76,492.12
Southwest,Dallas,Apparel,Women's Leggings,2025-10-01,16,34.99,14.55,559.84,232.8,327.04
Southwest,Dallas,Apparel,Wool Sweater,2025-10-01,16,54.99,23.83,879.84,381.28,498.56
Southwest,Dallas,Beauty & Personal Care,Electric Toothbrush,2025-10-01,11,44.99,20.45,494.89,224.95,269.94
Southwest,Dallas,Beauty & Personal Care,Facial Cleanser,2025-10-01,10,14.99,5.64,149.9,56.4,93.5
Southwest,Dallas,Beauty & Personal Care,Hair Dryer,2025-10-01,17,39.99,16.89,679.83,287.13,392.7
Southwest,Dallas,Beauty & Personal Care,Moisturizer,2025-10-01,14,18.99,7.38,265.86,103.32,162.54
Southwest,Dallas,Beauty & Personal Care,Perfume Set,2025-10-01,11,42.99,16.32,472.89,179.52,293.37
Southwest,Dallas,Electronics,Bluetooth Speaker,2025-10-01,24,44.99,27.34,1079.76,656.16,423.6
Southwest,Dallas,Electronics,Portable Charger,2025-10-01,16,34.99,22.57,559.84,361.12,198.72
Southwest,Dallas,Electronics,Smartwatch,2025-10-01,12,119.99,82.49,1439.88,989.88,450.0
Southwest,Dallas,Electronics,Tablet Stand,2025-10-01,12,24.99,14.74,299.88,176.88,123.0
Southwest,Dallas,Electronics,Wireless Earbuds,2025-10-01,16,59.99,40.11,959.84,641.76,318.08
Southwest,Dallas,Home & Kitchen,Coffee Maker,2025-10-01,17,49.99,36.91,849.83,627.47,222.36
Southwest,Dallas,Home & Kitchen,LED Desk Lamp,2025-10-01,13,27.99,19.69,363.87,255.97,107.9
Southwest,Dallas,Home & Kitchen,Non-Stick Pan Set,2025-10-01,20,64.99,44.44,1299.8,888.8,411.0
Southwest,Dallas,Home & Kitchen,Storage Bins (Set of 3),2025-10-01,14,22.99,16.59,321.86,232.26,89.6
Southwest,Dallas,Home & Kitchen,Throw Blanket,2025-10-01,19,29.99,20.46,569.81,388.74,181.07
Southwest,Dallas,Sports & Outdoors,Camping Tent,2025-10-01,4,129.99,76.83,519.96,307.32,212.64
Southwest,Dallas,Sports & Outdoors,Hiking Backpack,2025-10-01,3,74.99,41.15,224.97,123.45,101.52
Southwest,Dallas,Sports & Outdoors,Resistance Bands,2025-10-01,5,19.99,9.35,99.95,46.75,53.2
Southwest,Dallas,Sports & Outdoors,Water Bottle,2025-10-01,5,16.99,8.39,84.95,41.95,43.0
Southwest,Dallas,Sports & Outdoors,Yoga Mat,2025-10-01,2,24.99,13.18,49.98,26.36,23.62
West,Los Angeles,Apparel,Denim Jacket,2025-10-01,14,69.99,33.58,979.86,470.12,509.74
West,Los Angeles,Apparel,Men's T-Shirt,2025-10-01,20,19.99,8.89,399.8,177.8,222.0
West,Los Angeles,Apparel,Running Shoes,2025-10-01,15,79.99,40.37,1199.85,605.55,594.3
West,Los Angeles,Apparel,Women's Leggings,2025-10-01,18,34.99,15.05,629.82,270.9,358.92
West,Los Angeles,Apparel,Wool Sweater,2025-10-01,22,54.99,24.09,1209.78,529.98,679.8
West,Los Angeles,Beauty & Personal Care,Electric Toothbrush,2025-10-01,20,44.99,19.97,899.8,399.4,500.4
West,Los Angeles,Beauty & Personal Care,Facial Cleanser,2025-10-01,10,14.99,5.69,149.9,56.9,93.0
West,Los Angeles,Beauty & Personal Care,Hair Dryer,2025-10-01,16,39.99,16.5,639.84,264.0,375.84
West,Los Angeles,Beauty & Personal Care,Moisturizer,2025-10-01,10,18.99,7.53,189.9,75.3,114.6
West,Los Angeles,Beauty & Personal Care,Perfume Set,2025-10-01,19,42.99,16.05,816.81,304.95,511.86
West,Los Angeles,Electronics,Bluetooth Speaker,2025-10-01,11,44.99,27.38,494.89,301.18,193.71
West,Los Angeles,Electronics,Portable Charger,2025-10-01,17,34.99,22.41,594.83,380.97,213.86
West,Los Angeles,Electronics,Smartwatch,2025-10-01,8,119.99,83.7,959.92,669.6,290.32
West,Los Angeles,Electronics,Tablet Stand,2025-10-01,20,24.99,14.7,499.8,294.0,205.8
West,Los Angeles,Electronics,Wireless Earbuds,2025-10-01,8,59.99,38.35,479.92,306.8,173.12
West,Los Angeles,Home & Kitchen,Coffee Maker,2025-10-01,16,49.99,36.95,799.84,591.2,208.64
West,Los Angeles,Home & Kitchen,LED Desk Lamp,2025-10-01,18,27.99,19.36,503.82,348.48,155.34
West,Los Angeles,Home & Kitchen,Non-Stick Pan Set,2025-10-01,23,64.99,44.28,1494.77,1018.44,476.33
West,Los Angeles,Home & Kitchen,Storage Bins (Set of 3),2025-10-01,24,22.99,17.12,551.76,410.88,140.88
West,Los Angeles,Home & Kitchen,Throw Blanket,2025-10-01,9,29.99,20.74,269.91,186.66,83.25
West,Los Angeles,Sports & Outdoors,Camping Tent,2025-10-01,22,129.99,76.06,2859.78,1673.32,1186.46
West,Los Angeles,Sports & Outdoors,Hiking Backpack,2025-10-01,15,74.99,41.12,1124.85,616.8,508.05
West,Los Angeles,Sports & Outdoors,Resistance Bands,2025-10-01,14,19.99,9.62,279.86,134.68,145.18
West,Los Angeles,Sports & Outdoors,Water Bottle,2025-10-01,22,16.99,8.56,373.78,188.32,185.46
West,Los Angeles,Sports & Outdoors,Yoga Mat,2025-10-01,8,24.99,13.36,199.92,106.88,93.04
West,Seattle,Apparel,Denim Jacket,2025-10-01,15,69.99,34.2,1049.85,513.0,536.85
West,Seattle,Apparel,Men's T-Shirt,2025-10-01,17,19.99,9.25,339.83,157.25,182.58
West,Seattle,Apparel,Running Shoes,2025-10-01,16,79.99,39.47,1279.84,631.52,648.32
West,Seattle,Apparel,Women's Leggings,2025-10-01,20,34.99,15.1,699.8,302.0,397.8
West,Seattle,Apparel,Wool Sweater,2025-10-01,21,54.99,23.9,1154.79,501.9,652.89
West,Seattle,Beauty & Personal Care,Electric Toothbrush,2025-10-01,12,44.99,20.28,539.88,243.36,296.52
West,Seattle,Beauty & Personal Care,Facial Cleanser,2025-10-01,16,14.99,5.86,239.84,93.76,146.08
West,Seattle,Beauty & Personal Care,Hair Dryer,2025-10-01,22,39.99,17.21,879.78,378.62,501.16
West,Seattle,Beauty & Personal Care,Moisturizer,2025-10-01,13,18.99,7.8,246.87,101.4,145.47
West,Seattle,Beauty & Personal Care,Perfume Set,2025-10-01,21,42.99,16.29,902.79,342.09,560.7
West,Seattle,Electronics,Bluetooth Speaker,2025-10-01,15,44.99,27.17,674.85,407.55,267.3
West,Seattle,Electronics,Portable Charger,2025-10-01,15,34.99,22.1,524.85,331.5,193.35
West,Seattle,Electronics,Smartwatch,2025-10-01,22,119.99,80.65,2639.78,1774.3,865.48
West,Seattle,Electronics,Tablet Stand,2025-10-01,22,24.99,14.74,549.78,324.28,225.5
West,Seattle,Electronics,Wireless Earbuds,2025-10-01,20,59.99,38.4,1199.8,768.0,431.8
West,Seattle,Home & Kitchen,Coffee Maker,2025-10-01,11,49.99,36.96,549.89,406.56,143.33
West,Seattle,Home & Kitchen,LED Desk Lamp,2025-10-01,23,27.99,19.91,643.77,457.93,185.84
West,Seattle,Home & Kitchen,Non-Stick Pan Set,2025-10-01,13,64.99,45.76,844.87,594.88,249.99
West,Seattle,Home & Kitchen,Storage Bins (Set of 3),2025-10-01,21,22.99,17.06,482.79,358.26,124.53
West,Seattle,Home & Kitchen,Throw Blanket,2025-10-01,12,29.99,20.52,359.88,246.24,113.64
West,Seattle,Sports & Outdoors,Camping Tent,2025-10-01,15,129.99,73.62,1949.85,1104.3,845.55
West,Seattle,Sports & Outdoors,Hiking Backpack,2025-10-01,17,74.99,42.01,1274.83,714.17,560.66
West,Seattle,Sports & Outdoors,Resistance Bands,2025-10-01,13,19.99,9.54,259.87,124.02,135.85
West,Seattle,Sports & Outdoors,Water Bottle,2025-10-01,27,16.99,8.72,458.73,235.44,223.29
West,Seattle,Sports & Outdoors,Yoga Mat,2025-10-01,11,24.99,12.72,274.89,139.92,134.97
Midwest,Chicago,Apparel,Denim Jacket,2025-11-01,11,69.99,33.19,769.89,365.09,404.8
Midwest,Chicago,Apparel,Men's T-Shirt,2025-11-01,16,19.99,8.75,319.84,140.0,179.84
Midwest,Chicago,Apparel,Running Shoes,2025-11-01,14,79.99,39.05,1119.86,546.7,573.16
Midwest,Chicago,Apparel,Women's Leggings,2025-11-01,19,34.99,14.48,664.81,275.12,389.69
Midwest,Chicago,Apparel,Wool Sweater,2025-11-01,13,54.99,24.01,714.87,312.13,402.74
Midwest,Chicago,Beauty & Personal Care,Electric Toothbrush,2025-11-01,15,44.99,20.77,674.85,311.55,363.3
Midwest,Chicago,Beauty & Personal Care,Facial Cleanser,2025-11-01,19,14.99,5.57,284.81,105.83,178.98
Midwest,Chicago,Beauty & Personal Care,Hair Dryer,2025-11-01,10,39.99,16.94,399.9,169.4,230.5
Midwest,Chicago,Beauty & Personal Care,Moisturizer,2025-11-01,11,18.99,7.47,208.89,82.17,126.72
Midwest,Chicago,Beauty & Personal Care,Perfume Set,2025-11-01,16,42.99,16.13,687.84,258.08,429.76
Midwest,Chicago,Electronics,Bluetooth Speaker,2025-11-01,25,44.99,27.74,1124.75,693.5,431.25
Midwest,Chicago,Electronics,Portable Charger,2025-11-01,45,34.99,21.75,1574.55,978.75,595.8
Midwest,Chicago,Electronics,Smartwatch,2025-11-01,33,119.99,79.74,3959.67,2631.42,1328.25
Midwest,Chicago,Electronics,Tablet Stand,2025-11-01,41,24.99,15.18,1024.59,622.38,402.21
Midwest,Chicago,Electronics,Wireless Earbuds,2025-11-01,33,59.99,39.69,1979.67,1309.77,669.9
Midwest,Chicago,Home & Kitchen,Coffee Maker,2025-11-01,14,49.99,35.81,699.86,501.34,198.52
Midwest,Chicago,Home & Kitchen,LED Desk Lamp,2025-11-01,18,27.99,20.02,503.82,360.36,143.46
Midwest,Chicago,Home & Kitchen,Non-Stick Pan Set,2025-11-01,17,64.99,44.17,1104.83,750.89,353.94
Midwest,Chicago,Home & Kitchen,Storage Bins (Set of 3),2025-11-01,13,22.99,16.52,298.87,214.76,84.11
Midwest,Chicago,Home & Kitchen,Throw Blanket,2025-11-01,12,29.99,20.17,359.88,242.04,117.84
Midwest,Chicago,Sports & Outdoors,Camping Tent,2025-11-01,12,129.99,77.6,1559.88,931.2,628.68
Midwest,Chicago,Sports & Outdoors,Hiking Backpack,2025-11-01,18,74.99,40.71,1349.82,732.78,617.04
Midwest,Chicago,Sports & Outdoors,Resistance Bands,2025-11-01,18,19.99,9.61,359.82,172.98,186.84
Midwest,Chicago,Sports & Outdoors,Water Bottle,2025-11-01,23,16.99,8.32,390.77,191.36,199.41
Midwest,Chicago,Sports & Outdoors,Yoga Mat,2025-11-01,10,24.99,13.26,249.9,132.6,117.3
Northeast,Boston,Apparel,Denim Jacket,2025-11-01,18,69.99,34.39,1259.82,619.02,640.8
Northeast,Boston,Apparel,Men's T-Shirt,2025-11-01,13,19.99,8.75,259.87,113.75,146.12
Northeast,Boston,Apparel,Running Shoes,2025-11-01,11,79.99,39.25,879.89,431.75,448.14
Northeast,Boston,Apparel,Women's Leggings,2025-11-01,16,34.99,15.04,559.84,240.64,319.2
Northeast,Boston,Apparel,Wool Sweater,2025-11-01,18,54.99,23.61,989.82,424.98,564.84
Northeast,Boston,Beauty & Personal Care,Electric Toothbrush,2025-11-01,15,44.99,19.7,674.85,295.5,379.35
Northeast,Boston,Beauty & Personal Care,Facial Cleanser,2025-11-01,21,14.99,5.71,314.79,119.91,194.88
Northeast,Boston,Beauty & Personal Care,Hair Dryer,2025-11-01,13,39.99,17.02,519.87,221.26,298.61
Northeast,Boston,Beauty & Personal Care,Moisturizer,2025-11-01,16,18.99,7.79,303.84,124.64,179.2
Northeast,Boston,Beauty & Personal Care,Perfume Set,2025-11-01,15,42.99,15.55,644.85,233.25,411.6
Northeast,Boston,Electronics,Bluetooth Speaker,2025-11-01,39,44.99,28.44,1754.61,1109.16,645.45
Northeast,Boston,Electronics,Portable Charger,2025-11-01,35,34.99,22.28,1224.65,779.8,444.85
Northeast,Boston,Electronics,Smartwatch,2025-11-01,42,119.99,79.54,5039.58,3340.68,1698.9
Northeast,Boston,Electronics,Tablet Stand,2025-11-01,37,24.99,14.9,924.63,551.3,373.33
Northeast,Boston,Electronics,Wireless Earbuds,2025-11-01,39,59.99,40.07,2339.61,1562.73,776.88
Northeast,Boston,Home & Kitchen,Coffee Maker,2025-11-01,22,49.99,34.99,1099.78,769.78,330.0
Northeast,Boston,Home & Kitchen,LED Desk Lamp,2025-11-01,16,27.99,20.39,447.84,326.24,121.6
Northeast,Boston,Home & Kitchen,Non-Stick Pan Set,2025-11-01,8,64.99,45.6,519.92,364.8,155.12
Northeast,Boston,Home & Kitchen,Storage Bins (Set of 3),2025-11-01,21,22.99,16.95,482.79,355.95,126.84
Northeast,Boston,Home & Kitchen,Throw Blanket,2025-11-01,17,29.99,20.35,509.83,345.95,163.88
Northeast,Boston,Sports & Outdoors,Camping Tent,2025-11-01,19,129.99,75.48,2469.81,1434.12,1035.69
Northeast,Boston,Sports & Outdoors,Hiking Backpack,2025-11-01,10,74.99,41.67,749.9,416.7,333.2
Northeast,Boston,Sports & Outdoors,Resistance Bands,2025-11-01,19,19.99,9.83,379.81,186.77,193.04
Northeast,Boston,Sports & Outdoors,Water Bottle,2025-11-01,12,16.99,8.56,203.88,102.72,101.16
Northeast,Boston,Sports & Outdoors,Yoga Mat,2025-11-01,21,24.99,13.3,524.79,279.3,245.49
Northeast,New York,Apparel,Denim Jacket,2025-11-01,7,69.99,34.5,489.93,241.5,248.43
Northeast,New York,Apparel,Men's T-Shirt,2025-11-01,7,19.99,8.78,139.93,61.46,78.47
Northeast,New York,Apparel,Running Shoes,2025-11-01,18,79.99,39.08,1439.82,703.44,736.38
Northeast,New York,Apparel,Women's Leggings,2025-11-01,5,34.99,14.4,174.95,72.0,102.95
Northeast,New York,Apparel,Wool Sweater,2025-11-01,11,54.99,23.48,604.89,258.28,346.61
Northeast,New York,Beauty & Personal Care,Electric Toothbrush,2025-11-01,17,44.99,20.54,764.83,349.18,415.65
Northeast,New York,Beauty & Personal Care,Facial Cleanser,2025-11-01,10,14.99,5.56,149.9,55.6,94.3
Northeast,New York,Beauty & Personal Care,Hair Dryer,2025-11-01,12,39.99,17.25,479.88,207.0,272.88
Northeast,New York,Beauty & Personal Care,Moisturizer,2025-11-01,9,18.99,7.61,170.91,68.49,102.42
Northeast,New York,Beauty & Personal Care,Perfume Set,2025-11-01,10,42.99,15.95,429.9,159.5,270.4
Northeast,New York,Electronics,Bluetooth Speaker,2025-11-01,30,44.99,28.54,1349.7,856.2,493.5
Northeast,New York,Electronics,Portable Charger,2025-11-01,26,34.99,22.43,909.74,583.18,326.56
Northeast,New York,Electronics,Smartwatch,2025-11-01,23,119.99,80.35,2759.77,1848.05,911.72
Northeast,New York,Electronics,Tablet Stand,2025-11-01,41,24.99,14.69,1024.59,602.29,422.3
Northeast,New York,Electronics,Wireless Earbuds,2025-11-01,24,59.99,38.69,1439.76,928.56,511.2
Northeast,New York,Home & Kitchen,Coffee Maker,2025-11-01,16,49.99,36.84,799.84,589.44,210.4
Northeast,New York,Home & Kitchen,LED Desk Lamp,2025-11-01,14,27.99,19.56,391.86,273.84,118.02
Northeast,New York,Home & Kitchen,Non-Stick Pan Set,2025-11-01,7,64.99,45.22,454.93,316.54,138.39
Northeast,New York,Home & Kitchen,Storage Bins (Set of 3),2025-11-01,9,22.99,17.06,206.91,153.54,53.37
Northeast,New York,Home & Kitchen,Throw Blanket,2025-11-01,12,29.99,20.38,359.88,244.56,115.32
Northeast,New York,Sports & Outdoors,Camping Tent,2025-11-01,10,129.99,76.46,1299.9,764.6,535.3
Northeast,New York,Sports & Outdoors,Hiking Backpack,2025-11-01,12,74.99,40.37,899.88,484.44,415.44
Northeast,New York,Sports & Outdoors,Resistance Bands,2025-11-01,10,19.99,9.77,199.9,97.7,102.2
Northeast,New York,Sports & Outdoors,Water Bottle,2025-11-01,9,16.99,8.49,152.91,76.41,76.5
Northeast,New York,Sports & Outdoors,Yoga Mat,2025-11-01,12,24.99,12.63,299.88,151.56,148.32
Southeast,Atlanta,Apparel,Denim Jacket,2025-11-01,14,69.99,33.54,979.86,469.56,510.3
Southeast,Atlanta,Apparel,Men's T-Shirt,2025-11-01,16,19.99,9.14,319.84,146.24,173.6
Southeast,Atlanta,Apparel,Running Shoes,2025-11-01,11,79.99,39.16,879.89,430.76,449.13
Southeast,Atlanta,Apparel,Women's Leggings,2025-11-01,22,34.99,14.55,769.78,320.1,449.68
Southeast,Atlanta,Apparel,Wool Sweater,2025-11-01,12,54.99,24.57,659.88,294.84,365.04
Southeast,Atlanta,Beauty & Personal Care,Electric Toothbrush,2025-11-01,15,44.99,20.4,674.85,306.0,368.85
Southeast,Atlanta,Beauty & Personal Care,Facial Cleanser,2025-11-01,14,14.99,5.81,209.86,81.34,128.52
Southeast,Atlanta,Beauty & Personal Care,Hair Dryer,2025-11-01,14,39.99,17.21,559.86,240.94,318.92
Southeast,Atlanta,Beauty & Personal Care,Moisturizer,2025-11-01,9,18.99,7.73,170.91,69.57,101.34
Southeast,Atlanta,Beauty & Personal Care,Perfume Set,2025-11-01,14,42.99,15.91,601.86,222.74,379.12
Southeast,Atlanta,Electronics,Bluetooth Speaker,2025-11-01,27,44.99,27.89,1214.73,753.03,461.7
Southeast,Atlanta,Electronics,Portable Charger,2025-11-01,16,34.99,22.24,559.84,355.84,204.0
Southeast,Atlanta,Electronics,Smartwatch,2025-11-01,41,119.99,80.86,4919.59,3315.26,1604.33
Southeast,Atlanta,Electronics,Tablet Stand,2025-11-01,22,24.99,15.3,549.78,336.6,213.18
Southeast,Atlanta,Electronics,Wireless Earbuds,2025-11-01,34,59.99,39.6,2039.66,1346.4,693.26
Southeast,Atlanta,Home & Kitchen,Coffee Maker,2025-11-01,7,49.99,36.86,349.93,258.02,91.91
Southeast,Atlanta,Home & Kitchen,LED Desk Lamp,2025-11-01,7,27.99,20.33,195.93,142.31,53.62
Southeast,Atlanta,Home & Kitchen,Non-Stick Pan Set,2025-11-01,12,64.99,44.21,779.88,530.52,249.36
Southeast,Atlanta,Home & Kitchen,Storage Bins (Set of 3),2025-11-01,17,22.99,16.5,390.83,280.5,110.33
Southeast,Atlanta,Home & Kitchen,Throw Blanket,2025-11-01,13,29.99,20.92,389.87,271.96,117.91
Southeast,Atlanta,Sports & Outdoors,Camping Tent,2025-11-01,10,129.99,74.51,1299.9,745.1,554.8
Southeast,Atlanta,Sports & Outdoors,Hiking Backpack,2025-11-01,9,74.99,41.52,674.91,373.68,301.23
Southeast,Atlanta,Sports & Outdoors,Resistance Bands,2025-11-01,12,19.99,9.86,239.88,118.32,121.56
Southeast,Atlanta,Sports & Outdoors,Water Bottle,2025-11-01,15,16.99,8.36,254.85,125.4,129.45
Southeast,Atlanta,Sports & Outdoors,Yoga Mat,2025-11-01,10,24.99,12.98,249.9,129.8,120.1
Southeast,Miami,Apparel,Denim Jacket,2025-11-01,21,69.99,33.7,1469.79,707.7,762.09
Southeast,Miami,Apparel,Men's T-Shirt,2025-11-01,6,19.99,9.12,119.94,54.72,65.22
Southeast,Miami,Apparel,Running Shoes,2025-11-01,21,79.99,40.0,1679.79,840.0,839.79
Southeast,Miami,Apparel,Women's Leggings,2025-11-01,16,34.99,15.12,559.84,241.92,317.92
Southeast,Miami,Apparel,Wool Sweater,2025-11-01,19,54.99,24.51,1044.81,465.69,579.12
Southeast,Miami,Beauty & Personal Care,Electric Toothbrush,2025-11-01,21,44.99,20.36,944.79,427.56,517.23
Southeast,Miami,Beauty & Personal Care,Facial Cleanser,2025-11-01,15,14.99,5.53,224.85,82.95,141.9
Southeast,Miami,Beauty & Personal Care,Hair Dryer,2025-11-01,15,39.99,16.62,599.85,249.3,350.55
Southeast,Miami,Beauty & Personal Care,Moisturizer,2025-11-01,24,18.99,7.66,455.76,183.84,271.92
Southeast,Miami,Beauty & Personal Care,Perfume Set,2025-11-01,25,42.99,15.94,1074.75,398.5,676.25
Southeast,Miami,Electronics,Bluetooth Speaker,2025-11-01,39,44.99,27.6,1754.61,1076.4,678.21
Southeast,Miami,Electronics,Portable Charger,2025-11-01,43,34.99,22.5,1504.57,967.5,537.07
Southeast,Miami,Electronics,Smartwatch,2025-11-01,48,119.99,80.19,5759.52,3849.12,1910.4
Southeast,Miami,Electronics,Tablet Stand,2025-11-01,25,24.99,15.22,624.75,380.5,244.25
Southeast,Miami,Electronics,Wireless Earbuds,2025-11-01,47,59.99,37.85,2819.53,1778.95,1040.58
Southeast,Miami,Home & Kitchen,Coffee Maker,2025-11-01,14,49.99,36.62,699.86,512.68,187.18
Southeast,Miami,Home & Kitchen,LED Desk Lamp,2025-11-01,8,27.99,20.43,223.92,163.44,60.48
Southeast,Miami,Home & Kitchen,Non-Stick Pan Set,2025-11-01,18,64.99,45.26,1169.82,814.68,355.14
Southeast,Miami,Home & Kitchen,Storage Bins (Set of 3),2025-11-01,14,22.99,17.05,321.86,238.7,83.16
Southeast,Miami,Home & Kitchen,Throw Blanket,2025-11-01,23,29.99,20.82,689.77,478.86,210.91
Southeast,Miami,Sports & Outdoors,Camping Tent,2025-11-01,21,129.99,76.89,2729.79,1614.69,1115.1
Southeast,Miami,Sports & Outdoors,Hiking Backpack,2025-11-01,14,74.99,42.33,1049.86,592.62,457.24
Southeast,Miami,Sports & Outdoors,Resistance Bands,2025-11-01,16,19.99,9.81,319.84,156.96,162.88
Southeast,Miami,Sports & Outdoors,Water Bottle,2025-11-01,10,16.99,8.62,169.9,86.2,83.7
Southeast,Miami,Sports & Outdoors,Yoga Mat,2025-11-01,26,24.99,13.19,649.74,342.94,306.8
Southwest,Dallas,Apparel,Denim Jacket,2025-11-01,10,69.99,33.34,699.9,333.4,366.5
Southwest,Dallas,Apparel,Men's T-Shirt,2025-11-01,9,19.99,9.26,179.91,83.34,96.57
Southwest,Dallas,Apparel,Running Shoes,2025-11-01,9,79.99,41.18,719.91,370.62,349.29
Southwest,Dallas,Apparel,Women's Leggings,2025-11-01,12,34.99,14.62,419.88,175.44,244.44
Southwest,Dallas,Apparel,Wool Sweater,2025-11-01,15,54.99,24.9,824.85,373.5,451.35
Southwest,Dallas,Beauty & Personal Care,Electric Toothbrush,2025-11-01,12,44.99,19.89,539.88,238.68,301.2
Southwest,Dallas,Beauty & Personal Care,Facial Cleanser,2025-11-01,17,14.99,5.65,254.83,96.05,158.78
Southwest,Dallas,Beauty & Personal Care,Hair Dryer,2025-11-01,12,39.99,16.38,479.88,196.56,283.32
Southwest,Dallas,Beauty & Personal Care,Moisturizer,2025-11-01,19,18.99,7.63,360.81,144.97,215.84
Southwest,Dallas,Beauty & Personal Care,Perfume Set,2025-11-01,17,42.99,16.37,730.83,278.29,452.54
Southwest,Dallas,Electronics,Bluetooth Speaker,2025-11-01,27,44.99,27.5,1214.73,742.5,472.23
Southwest,Dallas,Electronics,Portable Charger,2025-11-01,40,34.99,22.32,1399.6,892.8,506.8
Southwest,Dallas,Electronics,Smartwatch,2025-11-01,14,119.99,81.65,1679.86,1143.1,536.76
Southwest,Dallas,Electronics,Tablet Stand,2025-11-01,34,24.99,14.79,849.66,502.86,346.8
Southwest,Dallas,Electronics,Wireless Earbuds,2025-11-01,46,59.99,37.91,2759.54,1743.86,1015.68
Southwest,Dallas,Home & Kitchen,Coffee Maker,2025-11-01,12,49.99,36.85,599.88,442.2,157.68
Southwest,Dallas,Home & Kitchen,LED Desk Lamp,2025-11-01,12,27.99,19.45,335.88,233.4,102.48
Southwest,Dallas,Home & Kitchen,Non-Stick Pan Set,2025-11-01,15,64.99,45.3,974.85,679.5,295.35
Southwest,Dallas,Home & Kitchen,Storage Bins (Set of 3),2025-11-01,11,22.99,16.78,252.89,184.58,68.31
Southwest,Dallas,Home & Kitchen,Throw Blanket,2025-11-01,15,29.99,20.57,449.85,308.55,141.3
Southwest,Dallas,Sports & Outdoors,Camping Tent,2025-11-01,4,129.99,77.06,519.96,308.24,211.72
Southwest,Dallas,Sports & Outdoors,Hiking Backpack,2025-11-01,3,74.99,40.58,224.97,121.74,103.23
Southwest,Dallas,Sports & Outdoors,Resistance Bands,2025-11-01,4,19.99,9.41,79.96,37.64,42.32
Southwest,Dallas,Sports & Outdoors,Water Bottle,2025-11-01,4,16.99,8.58,67.96,34.32,33.64
Southwest,Dallas,Sports & Outdoors,Yoga Mat,2025-11-01,2,24.99,12.87,49.98,25.74,24.24
West,Los Angeles,Apparel,Denim Jacket,2025-11-01,16,69.99,34.24,1119.84,547.84,572.0
West,Los Angeles,Apparel,Men's T-Shirt,2025-11-01,14,19.99,9.27,279.86,129.78,150.08
West,Los Angeles,Apparel,Running Shoes,2025-11-01,6,79.99,40.29,479.94,241.74,238.2
West,Los Angeles,Apparel,Women's Leggings,2025-11-01,14,34.99,14.85,489.86,207.9,281.96
West,Los Angeles,Apparel,Wool Sweater,2025-11-01,18,54.99,24.06,989.82,433.08,556.74
West,Los Angeles,Beauty & Personal Care,Electric Toothbrush,2025-11-01,17,44.99,20.27,764.83,344.59,420.24
West,Los Angeles,Beauty & Personal Care,Facial Cleanser,2025-11-01,14,14.99,5.83,209.86,81.62,128.24
West,Los Angeles,Beauty & Personal Care,Hair Dryer,2025-11-01,5,39.99,17.0,199.95,85.0,114.95
West,Los Angeles,Beauty & Personal Care,Moisturizer,2025-11-01,12,18.99,7.47,227.88,89.64,138.24
